EXPEDIENTE;TIPO;REGIÓN;PROVINCIA;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD;SECTOR_PROD
172815;ANÓNIMA;COSTA;MANABI;PORTOVIEJO;MICROEMPRESA;SOCIETARIO;4;23289,84;23289,84;0;-214,87;CONSTRUCCIÓN
201627;RESPONSABILIDAD LIMITADA;SIERRA;LOJA;LOJA;MICROEMPRESA;SOCIETARIO;7;21900,85;-2669,15;0;-215,52;CONSTRUCCIÓN
719436;ANÓNIMA;ORIENTE;SUCUMBIOS;NUEVA LOJA;MICROEMPRESA;SOCIETARIO;4;582,2;582,2;40;-217,8;CONSTRUCCIÓN
182807;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1019,88;1019,88;0;-223,39;CONSTRUCCIÓN
177760;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;3;113681,61;94459,13;0;-224,62;CONSTRUCCIÓN
702595;ANÓNIMA;SIERRA;AZUAY;SAN FELIPE DE OÑA;MICROEMPRESA;SOCIETARIO;4;4356,55;-11798,74;0;-230,42;CONSTRUCCIÓN
130701;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;490205,21;563,52;1400;-236,48;CONSTRUCCIÓN
176473;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;4;1826,45;-1731,39;0;-243;CONSTRUCCIÓN
40652;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;352717,28;958,07;0;-246,05;CONSTRUCCIÓN
156802;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;6;6478322,79;-38848,26;379145,52;-253,47;CONSTRUCCIÓN
309197;ANÓNIMA;SIERRA;PICHINCHA;CONOCOTO;MICROEMPRESA;SOCIETARIO;8;1030;740;0;-260;CONSTRUCCIÓN
716237;SUCURSAL EXTRANJERA;SIERRA;PICHINCHA;CUMBAYÁ;MICROEMPRESA;SOCIETARIO;4;72698,3;1738,53;35724,55;-261,47;CONSTRUCCIÓN
90429;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;2;25289,91;20203,04;0;-272,47;CONSTRUCCIÓN
44761;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;20451,51;7374,57;0;-298,15;CONSTRUCCIÓN
